"","gene_id_go","gene_description","geneLink","GO"
"3168","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","positive regulation of transcription from RNA polymerase II promoter"
"3169","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","positive regulation of natural killer cell mediated cytotoxicity"
"3170","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","creatinine metabolic process"
"3171","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","development of secondary female sexual characteristics"
"3172","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","development of secondary male sexual characteristics"
"3173","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","Peyer's patch development"
"3174","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","multicellular organismal reproductive process"
"3175","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","positive regulation of inflammatory response"
"3176","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","mammary gland involution"
"3177","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","positive regulation of mast cell differentiation"
"3178","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","JAK-STAT cascade involved in growth hormone signaling pathway"
"3179","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","prostate gland epithelium morphogenesis"
"3180","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","epithelial cell differentiation involved in prostate gland development"
"3181","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","mammary gland epithelium development"
"3182","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","positive regulation of mast cell proliferation"
"3183","Stat5a","signal transducer and activator of transcription 5A","https://www.ncbi.nlm.nih.gov/gene/?term=24918","cellular response to granulocyte macrophage colony-stimulating factor stimulus"
"3184","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","sequence-specific DNA binding RNA polymerase II transcription factor activity"
"3185","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","RNA polymerase II repressing transcription factor binding"
"3186","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","temperature homeostasis"
"3187","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","eye photoreceptor cell differentiation"
"3188","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","DNA binding"
"3189","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","sequence-specific DNA binding transcription factor activity"
"3190","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","signal transducer activity"
"3191","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity"
"3192","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","calcium ion binding"
"3193","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","nucleus"
"3194","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","nucleolus"
"3195","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","cytoplasm"
"3196","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","mitochondrion"
"3197","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","mitochondrial inner membrane"
"3198","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","cytosol"
"3199","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","plasma membrane"
"3200","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","regulation of transcription DNA-templated"
"3201","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","regulation of transcription from RNA polymerase II promoter"
"3202","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","transcription from RNA polymerase II promoter"
"3203","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","protein import into nucleus"
"3204","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","acute-phase response"
"3205","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","JAK-STAT cascade"
"3206","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","aging"
"3207","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","transcription factor binding"
"3208","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","cell proliferation"
"3209","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","negative regulation of cell proliferation"
"3210","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","response to organic substance"
"3211","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","negative regulation of hydrogen peroxide biosynthetic process"
"3212","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","response to organic cyclic compound"
"3213","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","phosphorylation"
"3214","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","stem cell maintenance"
"3215","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","protein kinase binding"
"3216","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","protein phosphatase binding"
"3217","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","sexual reproduction"
"3218","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","intracellular receptor signaling pathway"
"3219","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","CCR5 chemokine receptor binding"
"3220","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","response to estradiol"
"3221","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","cellular response to hormone stimulus"
"3222","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","response to cytokine"
"3223","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","glucocorticoid receptor binding"
"3224","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","regulation of multicellular organism growth"
"3225","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","response to drug"
"3226","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","glucose homeostasis"
"3227","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","eating behavior"
"3228","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","response to peptide hormone"
"3229","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","sequence-specific DNA binding"
"3230","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","transcription regulatory region DNA binding"
"3231","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","response to ethanol"
"3232","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","positive regulation of Notch signaling pathway"
"3233","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","negative regulation of glycolytic process"
"3234","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","positive regulation of transcription DNA-templated"
"3235","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","positive regulation of transcription from RNA polymerase II promoter"
"3236","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","regulation of mitochondrial membrane permeability"
"3237","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","protein dimerization activity"
"3238","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","astrocyte differentiation"
"3239","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","radial glial cell differentiation"
"3240","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","growth hormone receptor signaling pathway"
"3241","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","JAK-STAT cascade involved in growth hormone signaling pathway"
"3242","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","negative regulation of cell death"
"3243","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","interleukin-6-mediated signaling pathway"
"3244","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","negative regulation of neuron death"
"3245","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","positive regulation of growth factor dependent skeletal muscle satellite cell proliferation"
"3246","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","positive regulation of ATP biosynthetic process"
"3247","Stat3","signal transducer and activator of transcription 3","https://www.ncbi.nlm.nih.gov/gene/?term=25125","negative regulation of neuron migration"
"3248","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","patterning of blood vessels"
"3249","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","response to hypoxia"
"3250","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","in utero embryonic development"
"3251","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","histamine secretion"
"3252","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","positive regulation of protein phosphorylation"
"3253","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","glomerular filtration"
"3254","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","endothelin receptor activity"
"3255","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","positive regulation of cytosolic calcium ion concentration"
"3256","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","protein kinase C-activating G-protein coupled receptor signaling pathway"
"3257","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","Rho protein signal transduction"
"3258","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","heart development"
"3259","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","aging"
"3260","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","respiratory gaseous exchange"
"3261","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","regulation of blood pressure"
"3262","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","positive regulation of cell proliferation"
"3263","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","neural crest cell development"
"3264","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","response to organic cyclic compound"
"3265","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","artery smooth muscle contraction"
"3266","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","glucose transport"
"3267","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","membrane"
"3268","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","integral component of membrane"
"3269","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","sensory perception of pain"
"3270","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","T-tubule"
"3271","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","negative regulation of cAMP biosynthetic process"
"3272","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","nuclear membrane"
"3273","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","response to lipopolysaccharide"
"3274","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","vasoconstriction"
"3275","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","positive regulation of odontogenesis"
"3276","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","negative regulation of apoptotic process"
"3277","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","penile erection"
"3278","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","response to morphine"
"3279","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","membrane raft"
"3280","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","fibroblast proliferation"
"3281","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","enteric nervous system development"
"3282","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","smooth muscle cell proliferation"
"3283","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","regulation of epithelial cell proliferation"
"3284","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","positive regulation of inflammatory response"
"3285","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","positive regulation of release of sequestered calcium ion into cytosol"
"3286","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway"
"3287","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","positive regulation of calcium ion transport"
"3288","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","maternal process involved in parturition"
"3289","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","head development"
"3290","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","positive regulation of ERK1 and ERK2 cascade"
"3291","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","cellular response to mechanical stimulus"
"3292","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","endothelin receptor signaling pathway"
"3293","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","positive regulation of neutrophil chemotaxis"
"3294","Ednra","endothelin receptor type A","https://www.ncbi.nlm.nih.gov/gene/?term=24326","positive regulation of kidney development"
"3295","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","magnesium ion binding"
"3296","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","isocitrate dehydrogenase (NADP+) activity"
"3297","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","receptor binding"
"3298","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","cytoplasm"
"3299","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","mitochondrion"
"3300","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","peroxisome"
"3301","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","cytosol"
"3302","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","glyoxylate cycle"
"3303","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","tricarboxylic acid cycle"
"3304","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","isocitrate metabolic process"
"3305","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","2-oxoglutarate metabolic process"
"3306","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","glutathione metabolic process"
"3307","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","response to oxidative stress"
"3308","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","female gonad development"
"3309","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","response to organic cyclic compound"
"3310","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","protein homodimerization activity"
"3311","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","response to steroid hormone"
"3312","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","NADP binding"
"3313","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","NAD binding"
"3314","Idh1","isocitrate dehydrogenase (NADP(+)) 1 cytosolic","https://www.ncbi.nlm.nih.gov/gene/?term=24479","extracellular vesicular exosome"
"3315","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","RNA binding"
"3316","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","nucleus"
"3317","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","nucleolus"
"3318","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","cytoplasm"
"3319","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","polysome"
"3320","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","mRNA cap binding complex"
"3321","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","microtubule"
"3322","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","regulation of translation"
"3323","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","central nervous system development"
"3324","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","microtubule binding"
"3325","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","cytoplasmic stress granule"
"3326","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","membrane"
"3327","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","dendrite"
"3328","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","cytoplasmic ribonucleoprotein granule"
"3329","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","neuron projection"
"3330","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","dendritic spine"
"3331","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","dendritic shaft"
"3332","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","cell body"
"3333","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","poly(A) RNA binding"
"3334","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","synapse"
"3335","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","negative regulation of translational initiation"
"3336","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","mRNA transport"
"3337","Fmr1","fragile X mental retardation 1","https://www.ncbi.nlm.nih.gov/gene/?term=24948","neuronal ribonucleoprotein granule"
"3338","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","microtubule cytoskeleton organization"
"3339","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"
"3340","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","protein binding"
"3341","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","nucleus"
"3342","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","cytoplasm"
"3343","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","mitochondrion"
"3344","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","lipid particle"
"3345","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","cytosol"
"3346","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","plasma membrane"
"3347","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","carbohydrate metabolic process"
"3348","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","gluconeogenesis"
"3349","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","glycolytic process"
"3350","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","regulation of translation"
"3351","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","apoptotic process"
"3352","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","multicellular organismal development"
"3353","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","microtubule binding"
"3354","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","microtubule cytoskeleton"
"3355","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","membrane"
"3356","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","negative regulation of translation"
"3357","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","ribonucleoprotein complex"
"3358","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","peptidyl-cysteine S-nitrosylase activity"
"3359","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","peptidyl-cysteine S-trans-nitrosylation"
"3360","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","identical protein binding"
"3361","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","NADP binding"
"3362","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","protein stabilization"
"3363","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","NAD binding"
"3364","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","neuron apoptotic process"
"3365","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","oxidation-reduction process"
"3366","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","response to ammonium ion"
"3367","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","extracellular vesicular exosome"
"3368","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","cellular response to interferon-gamma"
"3369","Gapdh","glyceraldehyde-3-phosphate dehydrogenase","https://www.ncbi.nlm.nih.gov/gene/?term=24383","GAIT complex"
"3370","Ptger3","prostaglandin E receptor 3","https://www.ncbi.nlm.nih.gov/gene/?term=24929","fever generation"
"3371","Ptger3","prostaglandin E receptor 3","https://www.ncbi.nlm.nih.gov/gene/?term=24929","prostaglandin E receptor activity"
"3372","Ptger3","prostaglandin E receptor 3","https://www.ncbi.nlm.nih.gov/gene/?term=24929","plasma membrane"
"3373","Ptger3","prostaglandin E receptor 3","https://www.ncbi.nlm.nih.gov/gene/?term=24929","G-protein coupled receptor signaling pathway"
"3374","Ptger3","prostaglandin E receptor 3","https://www.ncbi.nlm.nih.gov/gene/?term=24929","adenylate cyclase-modulating G-protein coupled receptor signaling pathway"
"3375","Ptger3","prostaglandin E receptor 3","https://www.ncbi.nlm.nih.gov/gene/?term=24929","phospholipase C-activating G-protein coupled receptor signaling pathway"
"3376","Ptger3","prostaglandin E receptor 3","https://www.ncbi.nlm.nih.gov/gene/?term=24929","positive regulation of cytosolic calcium ion concentration"
"3377","Ptger3","prostaglandin E receptor 3","https://www.ncbi.nlm.nih.gov/gene/?term=24929","bicarbonate transport"
"3378","Ptger3","prostaglandin E receptor 3","https://www.ncbi.nlm.nih.gov/gene/?term=24929","integral component of membrane"
"3379","Ptger3","prostaglandin E receptor 3","https://www.ncbi.nlm.nih.gov/gene/?term=24929","positive regulation of fever generation"
